original_language,budget,revenue,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,language_encoded
en,15000000,75700498,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,146497771,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
en,15000000,61399552,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,151831537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,123384128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,73326666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,55184721,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,18000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,17000000,127730736,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,15000000,66966987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,15000000,52970014,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,50000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
en,15000000,64256513,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,17000000,55534455,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,42930462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,61548707,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7
en,15000000,40283321,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,15000000,44862187,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,16000000,66468332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,7000000,48126384,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,35007180,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,123726688,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,33771174,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,69995385,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7
en,15000000,39421467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
en,15000000,52501541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,32721635,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,15000000,47175038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,13000000,37664855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,16000000,30857814,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,30226144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,78054825,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,29331068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,46905889,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,64238440,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7
en,15000000,30127963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,14000000,32645546,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,20000000,27728118,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,28084357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7
en,15000000,40105542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7
en,15000000,24769466,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,7
en,15000000,85306374,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7
en,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,11500000,23237911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,43101594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,21000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,14000000,38574362,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,7
en,20000000,22165608,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,20566327,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,20529194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,17507368,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7
en,15000000,35485608,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,32556119,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,15000000,42000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7
en,15000000,17080167,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,7
en,15000000,37930465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,31554855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
en,15000000,22730842,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,25000000,15843608,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
en,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,15000000,59389433,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,16633035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,12000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
en,20000000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,15000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,15608545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,10443316,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
en,15000000,14867514,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7
en,15000000,46189568,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,10903846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,9237470,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,16000000,18928871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,9902115,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,20000000,8586376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,34533783,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,8762890,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,15000000,6405245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,8138788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,35097815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,5217498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,12036149,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7
en,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
en,15000000,15785148,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
en,25000000,4152230,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,15000000,20117339,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,7
en,22000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,9455232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,5926410,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,15000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,7938872,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
de,92620000,650422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
fr,12000000,9584131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10
en,8000000,529766,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
zh,15000000,632542,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36
en,15000000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7
ru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,27
th,8500000,8936663,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32
en,12000000,6814789,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,76382,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,3533227,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,7
en,15000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,15000000,23000,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
en,15000000,20380,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
en,20000000,27187375,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
en,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
it,15000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
zh,15000000,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,36
en,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
en,14600000,70906973,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7
en,14800000,122513057,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,14500000,147298761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
fr,10000000,17511906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10
en,14500000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,14000000,159157447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
da,14200000,674918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
en,15000000,377910544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,14000000,320145693,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7
en,14000000,463000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,239606210,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,14000000,161001698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
en,14000000,154864401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,100734718,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7
en,13000000,75511123,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,14000000,185438673,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,14000000,72527595,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,14000000,34793160,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,114956699,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
en,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7
en,14000000,27515786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,14000000,25482931,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,14000000,19800000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7
en,14000000,30749142,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,14000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,14000000,22852638,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,14000000,21409028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,12000000,21001563,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,11000000,13196245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,11000000,16951798,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
en,14000000,10424470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,14000000,11417362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
fr,14000000,19777647,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
en,26000000,14821658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,14000000,5108820,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,14000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,4291965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7
en,14000000,2474000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,5405500,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
fr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10
fr,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
zh,12000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36
en,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
en,14000000,46495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,108,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
en,14000000,1755212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,14000000,178043761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,12000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,13500000,29027914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,14000000,12314651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13500000,7060876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,19422261,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
de,18339750,92180910,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5
es,12806000,38535221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
en,13300000,5380251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7
en,13000000,123922370,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
en,13400000,16700000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,13000000,98441954,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7
en,13000000,327803731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,13000000,47542841,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,91038276,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,7
en,7000000,72500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,16000000,77000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,73180723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,44726644,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
en,13000000,54837234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,12500000,49002684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,16000000,53478166,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,13000000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,17000000,119100758,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,13000000,96060858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
en,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,12000000,36450736,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
en,13000000,27007143,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,12000000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,35763605,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
en,13200000,53830415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,18000000,57096190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7
en,15000000,36869414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
en,13000000,22863596,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
en,6000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,13000000,45300000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
en,13000000,16929123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,19000000,68673228,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
en,13000000,11130889,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
en,13000000,8026971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,6000000,35401758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,7820688,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,13000000,27500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,13000000,16757163,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,13000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,13000000,48065672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
fr,13000000,4857367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,18000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,15000000,8459458,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,13000000,9789900,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,2636637,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,33400000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,3000000,1200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,1151330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7
en,13000000,1784763,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,14350531,3964682,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
en,10000000,303877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7
en,13000000,68572378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
ko,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,18
en,0,33082548,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,13000000,10652035,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
xx,12000000,55260558,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
en,12500000,23367586,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,12500000,12281551,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7
en,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7
en,12500000,10725228,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
en,13000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,7
en,12500000,27206120,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7
en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
